ds,ipsrc,ipdst,throughput
2025-02-04 16:55:10,192.168.0.112,192.168.0.200,4019952
2025-02-04 16:55:10,192.168.0.200,192.168.0.112,125837
2025-02-04 16:55:15,192.168.0.112,192.168.0.200,3946880
2025-02-04 16:55:15,192.168.0.200,192.168.0.112,75635
