ds,ipsrc,ipdst,throughput
2025-02-05 09:19:45,10.252.0.2,224.0.0.18,320
2025-02-05 09:19:45,10.252.249.2,10.252.40.101,212
2025-02-05 09:19:45,10.252.0.2,224.0.0.102,213
2025-02-05 09:19:45,10.252.40.101,10.252.249.2,178
2025-02-05 09:19:45,10.252.249.1,10.252.40.101,36070
2025-02-05 09:19:45,10.252.40.101,10.252.249.3,36058
2025-02-05 09:19:45,10.90.0.1,224.0.1.1,10
2025-02-05 09:19:45,10.90.0.1,255.255.255.255,53
