frame.time_epoch,frame.len
1755249899.085402000,1414
1755249899.085427000,66
1755249899.085520000,1414
1755249899.085552000,66
1755249899.085641000,1414
1755249899.085673000,66
1755249899.085764000,1414
1755249899.085880000,1414
1755249899.086008000,1414
1755249899.086118000,1414
1755249899.086232000,1414
1755249899.086263000,66
1755249899.086294000,66
1755249899.086364000,1414
1755249899.086374000,66
1755249899.086484000,1414
1755249899.086490000,66
1755249899.086604000,1414
1755249899.086612000,66
1755249899.086732000,1414
1755249899.086742000,66
1755249899.086865000,1414
1755249899.086877000,66
1755249899.087003000,1414
1755249899.087006000,66
1755249899.087106000,1414
1755249899.087130000,66
1755249899.087235000,1414
1755249899.087249000,66
1755249899.087351000,1414
1755249899.087358000,66
1755249899.087477000,1414
1755249899.087498000,66
1755249899.087594000,1414
1755249899.087626000,66
1755249899.087716000,1414
1755249899.087741000,66
1755249899.087848000,1414
1755249899.087864000,66
1755249899.088003000,774
1755249899.088023000,66
1755249899.088128000,66
1755249899.088226000,66
1755249899.088346000,66
1755249899.088448000,66
1755249899.088593000,66
1755249899.088699000,66
1755249899.088806000,66
1755249899.088925000,66
1755249899.089082000,66
1755249899.220851000,706
1755249899.220921000,1414
1755249899.220928000,1414
1755249899.221053000,1414
1755249899.221171000,1414
1755249899.221286000,1414
1755249899.221406000,1414
1755249899.221522000,1414
1755249899.221641000,1414
1755249899.221766000,1414
1755249899.221876000,1414
1755249899.221978000,66
1755249899.222007000,1414
1755249899.222010000,66
1755249899.222013000,66
1755249899.222121000,1414
1755249899.222124000,66
1755249899.222249000,1414
1755249899.222259000,66
1755249899.222377000,1414
1755249899.222380000,66
1755249899.222496000,1414
1755249899.222499000,66
1755249899.222623000,1414
1755249899.222626000,66
1755249899.222735000,1414
1755249899.222740000,66
1755249899.222853000,1414
1755249899.222873000,66
1755249899.222982000,1414
1755249899.222985000,66
1755249899.223097000,1414
1755249899.223115000,66
1755249899.223225000,1414
1755249899.223238000,66
1755249899.223343000,1414
1755249899.223382000,66
1755249899.223459000,1414
1755249899.223500000,66
1755249899.223583000,1414
1755249899.223597000,66
1755249899.223706000,1414
1755249899.223719000,66
1755249899.223828000,1414
1755249899.223837000,66
1755249899.223944000,1414
1755249899.223953000,66
1755249899.224061000,1414
1755249899.224068000,66
1755249899.224186000,1414
1755249899.224194000,66
1755249899.224305000,1414
1755249899.224314000,66
1755249899.224427000,1414
1755249899.224434000,66
1755249899.224548000,1414
1755249899.224551000,66
1755249899.224663000,1414
1755249899.224670000,66
1755249899.224775000,1414
1755249899.224791000,66
1755249899.224899000,1414
1755249899.224919000,66
1755249899.225025000,1414
1755249899.225039000,66
1755249899.225150000,1414
1755249899.225154000,66
1755249899.225271000,1414
1755249899.225290000,66
1755249899.225393000,1414
1755249899.225405000,66
1755249899.225528000,1414
1755249899.225536000,66
1755249899.225660000,1414
1755249899.225977000,1414
1755249899.225991000,1414
1755249899.226048000,66
1755249899.226053000,66
1755249899.226057000,66
1755249899.226061000,66
1755249899.226176000,1414
1755249899.226226000,1414
1755249899.226229000,66
1755249899.226363000,1414
1755249899.226365000,66
1755249899.226395000,66
1755249899.226491000,66
1755249899.226560000,1414
1755249899.226580000,1414
1755249899.226729000,1414
1755249899.226731000,66
1755249899.226856000,66
1755249899.226908000,1414
1755249899.226976000,1414
1755249899.227092000,1414
1755249899.227152000,66
1755249899.227186000,66
1755249899.227259000,1414
1755249899.227338000,1414
1755249899.227398000,66
1755249899.227459000,1414
1755249899.227515000,66
1755249899.227581000,1414
1755249899.227624000,66
1755249899.227702000,1414
1755249899.227788000,66
1755249899.227792000,66
1755249899.227825000,1414
1755249899.227978000,1414
1755249899.227994000,66
1755249899.228110000,1414
1755249899.228125000,66
1755249899.228128000,66
1755249899.228182000,1414
1755249899.228214000,66
1755249899.228304000,1414
1755249899.228371000,66
1755249899.228436000,1414
1755249899.228444000,66
1755249899.228567000,1414
1755249899.228575000,66
1755249899.228665000,1414
1755249899.228710000,66
1755249899.228840000,1414
1755249899.228849000,78
1755249899.228975000,1414
1755249899.228988000,66
1755249899.229074000,1414
1755249899.229113000,66
1755249899.229174000,1414
1755249899.229241000,66
1755249899.229282000,1414
1755249899.229316000,66
1755249899.229413000,1414
1755249899.229422000,66
1755249899.229548000,66
1755249899.229710000,66
1755249899.229834000,66
1755249899.229965000,66
1755249899.230064000,66
1755249899.230165000,66
1755249899.230247000,66
1755249899.230385000,66
1755249899.230486000,66
1755249899.357123000,1414
1755249899.357220000,1414
1755249899.357275000,1414
1755249899.357390000,1414
1755249899.358181000,1414
1755249899.358192000,1414
1755249899.358241000,66
1755249899.358303000,1414
1755249899.358306000,66
1755249899.358341000,66
1755249899.358422000,1414
1755249899.358449000,66
1755249899.358540000,1414
1755249899.358659000,1414
1755249899.358780000,1414
1755249899.358892000,1414
1755249899.359027000,1414
1755249899.359279000,66
1755249899.359292000,66
1755249899.359410000,66
1755249899.359488000,66
1755249899.359598000,66
1755249899.359718000,66
1755249899.359838000,1414
1755249899.359847000,66
1755249899.359944000,66
1755249899.360011000,1414
1755249899.360071000,1414
1755249899.360091000,66
1755249899.360128000,1414
1755249899.360246000,1414
1755249899.360387000,1414
1755249899.360489000,1414
1755249899.360608000,1414
1755249899.360716000,1414
1755249899.360837000,1414
1755249899.360930000,66
1755249899.361091000,66
1755249899.361154000,66
1755249899.361191000,66
1755249899.361315000,66
1755249899.361453000,66
1755249899.361568000,66
1755249899.361670000,66
1755249899.361774000,66
1755249899.361898000,66
1755249899.365385000,1414
1755249899.365397000,1414
1755249899.365499000,1414
1755249899.365616000,1414
1755249899.365733000,1414
1755249899.365851000,1414
1755249899.365968000,1414
1755249899.366089000,1414
1755249899.366204000,1414
1755249899.366320000,1414
1755249899.366436000,1414
1755249899.366469000,66
1755249899.366493000,66
1755249899.366579000,1414
1755249899.366582000,66
1755249899.366699000,1414
1755249899.366702000,66
1755249899.366807000,1414
1755249899.366809000,66
1755249899.366927000,1414
1755249899.366930000,66
1755249899.367048000,1414
1755249899.367050000,66
1755249899.367173000,1414
1755249899.367181000,66
1755249899.367292000,1414
1755249899.367299000,66
1755249899.367420000,1414
1755249899.367424000,66
1755249899.367542000,1414
1755249899.367545000,66
1755249899.367664000,1414
1755249899.367683000,66
1755249899.367768000,1414
1755249899.367799000,66
1755249899.367902000,1414
1755249899.367917000,66
1755249899.368016000,1414
1755249899.368022000,66
1755249899.368144000,66
1755249899.368275000,66
1755249899.368383000,66
1755249899.368502000,66
1755249899.368639000,66
1755249899.368755000,66
1755249899.368788000,1414
1755249899.368858000,66
1755249899.368997000,66
1755249899.369077000,66
1755249899.369595000,1414
1755249899.369828000,66
1755249899.370142000,1414
1755249899.370181000,1414
1755249899.370264000,1414
1755249899.370465000,1414
1755249899.370577000,1414
1755249899.370674000,1414
1755249899.370677000,66
1755249899.371202000,66
1755249899.371230000,66
1755249899.371315000,66
1755249899.371545000,66
1755249899.371623000,66
1755249899.371718000,66
1755249899.371830000,1414
1755249899.371837000,1414
1755249899.371961000,1414
1755249899.372082000,1414
1755249899.372186000,1414
1755249899.372308000,1414
1755249899.372433000,1414
1755249899.372538000,1414
1755249899.372660000,1414
1755249899.372773000,1414
1755249899.372890000,1414
1755249899.372912000,66
1755249899.372927000,66
1755249899.373021000,1414
1755249899.373029000,66
1755249899.373142000,66
1755249899.373249000,66
1755249899.373378000,66
1755249899.373520000,66
1755249899.373598000,66
1755249899.373751000,1414
1755249899.373758000,66
1755249899.373787000,1414
1755249899.373848000,66
1755249899.373961000,66
1755249899.374096000,66
1755249899.374666000,1414
1755249899.374701000,1414
1755249899.374797000,66
1755249899.374823000,66
1755249899.374947000,1414
1755249899.375048000,1414
1755249899.375077000,1414
1755249899.375184000,1414
1755249899.375299000,1414
1755249899.375414000,1414
1755249899.375534000,1414
1755249899.375651000,1414
1755249899.375764000,1414
1755249899.375767000,66
1755249899.375769000,66
1755249899.375886000,1414
1755249899.376003000,1414
1755249899.376014000,66
1755249899.376130000,1414
1755249899.376132000,66
1755249899.376152000,66
1755249899.376254000,1414
1755249899.376274000,66
1755249899.376376000,1414
1755249899.376399000,66
1755249899.376510000,1414
1755249899.376513000,66
1755249899.376620000,1414
1755249899.377181000,1414
1755249899.377188000,1414
1755249899.377191000,66
1755249899.377193000,66
1755249899.377196000,66
1755249899.377198000,66
1755249899.377200000,66
1755249899.377239000,66
1755249899.377365000,1414
1755249899.377368000,66
1755249899.377430000,1414
1755249899.377455000,66
1755249899.377545000,1414
1755249899.377577000,66
1755249899.377681000,1414
1755249899.377785000,1414
1755249899.377904000,1414
1755249899.378015000,1414
1755249899.378132000,1414
1755249899.378247000,1414
1755249899.378288000,66
1755249899.378353000,66
1755249899.378357000,66
1755249899.378378000,1414
1755249899.378463000,66
1755249899.378517000,1414
1755249899.378526000,66
1755249899.378623000,1414
1755249899.378653000,66
1755249899.378745000,1414
1755249899.378768000,66
1755249899.378865000,1414
1755249899.378869000,66
1755249899.378981000,1414
1755249899.378995000,66
1755249899.379101000,1414
1755249899.379103000,66
1755249899.379225000,1414
1755249899.379227000,66
1755249899.379340000,1414
1755249899.379342000,66
1755249899.379463000,1414
1755249899.379469000,66
1755249899.379578000,1414
1755249899.379611000,66
1755249899.379702000,1414
1755249899.379727000,66
1755249899.379823000,1414
1755249899.379840000,66
1755249899.379942000,1414
1755249899.379967000,66
1755249899.380059000,1414
1755249899.380086000,66
1755249899.380179000,1414
1755249899.380184000,66
1755249899.380305000,1414
1755249899.380313000,66
1755249899.380439000,1414
1755249899.380452000,66
1755249899.380578000,1414
1755249899.380585000,66
1755249899.380696000,1414
1755249899.380699000,66
1755249899.380806000,1414
1755249899.380818000,66
1755249899.380933000,1414
1755249899.380947000,66
1755249899.381040000,1414
1755249899.381043000,66
1755249899.381170000,66
1755249899.381229000,1414
1755249899.381287000,1414
1755249899.381290000,66
1755249899.381407000,1414
1755249899.381425000,66
1755249899.381525000,1414
1755249899.381539000,66
1755249899.381642000,1414
1755249899.381666000,66
1755249899.381784000,1414
1755249899.381793000,66
1755249899.381884000,1414
1755249899.381902000,66
1755249899.382000000,1414
1755249899.382028000,66
1755249899.382125000,1414
1755249899.382127000,66
1755249899.382240000,1414
1755249899.382303000,66
1755249899.382391000,1414
1755249899.382403000,66
1755249899.382517000,1414
1755249899.382524000,66
1755249899.382630000,1414
1755249899.382643000,66
1755249899.382763000,1414
1755249899.382768000,66
1755249899.382868000,1414
1755249899.382893000,66
1755249899.382988000,1414
1755249899.383009000,66
1755249899.383112000,1414
1755249899.383116000,66
1755249899.383234000,1414
1755249899.383264000,66
1755249899.383356000,1414
1755249899.383362000,66
1755249899.383487000,1414
1755249899.383508000,66
1755249899.383619000,66
1755249899.383735000,66
1755249899.383845000,66
1755249899.383946000,66
1755249899.384069000,66
1755249899.384177000,66
1755249899.384298000,66
1755249899.384419000,66
1755249899.384449000,1414
1755249899.384558000,66
1755249899.384591000,1414
1755249899.385476000,66
1755249899.385609000,66
1755249899.493649000,1414
1755249899.493718000,1414
1755249899.493781000,1414
1755249899.493902000,1414
1755249899.494012000,1414
1755249899.494134000,1414
1755249899.494253000,1414
1755249899.494371000,1414
1755249899.494485000,1414
1755249899.494606000,1414
1755249899.494762000,1414
1755249899.494780000,66
1755249899.494821000,66
1755249899.494909000,1414
1755249899.494912000,66
1755249899.494973000,1414
1755249899.494997000,66
1755249899.495100000,1414
1755249899.495111000,66
1755249899.495208000,1414
1755249899.495239000,66
1755249899.495337000,1414
1755249899.495344000,66
1755249899.495456000,1414
1755249899.495461000,66
1755249899.495572000,1414
1755249899.495580000,66
1755249899.495705000,1414
1755249899.495729000,66
1755249899.495811000,1414
1755249899.495897000,66
1755249899.495944000,1414
1755249899.496050000,1414
1755249899.496054000,66
1755249899.496094000,66
1755249899.496172000,1414
1755249899.496249000,66
1755249899.496299000,1414
1755249899.496306000,66
1755249899.496413000,1414
1755249899.496465000,66
1755249899.496534000,1414
1755249899.496570000,66
1755249899.496656000,1414
1755249899.496688000,66
1755249899.496775000,1414
1755249899.496808000,66
1755249899.496901000,1414
1755249899.496909000,66
1755249899.497024000,1414
1755249899.497055000,66
1755249899.497150000,1414
1755249899.497178000,66
1755249899.497265000,1414
1755249899.497271000,66
1755249899.497378000,1414
1755249899.497402000,66
1755249899.497504000,1414
1755249899.497516000,66
1755249899.497628000,1414
1755249899.497666000,66
1755249899.497759000,1414
1755249899.497765000,66
1755249899.497879000,1414
1755249899.497886000,66
1755249899.498004000,1414
1755249899.498012000,66
1755249899.498164000,1414
1755249899.498174000,66
1755249899.498234000,1414
1755249899.498282000,66
1755249899.498363000,1414
1755249899.498380000,66
1755249899.498484000,1414
1755249899.498492000,66
1755249899.498612000,1414
1755249899.498619000,66
1755249899.498714000,1414
1755249899.498757000,66
1755249899.498835000,1414
1755249899.498861000,66
1755249899.498966000,66
1755249899.499110000,66
1755249899.499261000,66
1755249899.499306000,66
1755249899.499464000,66
1755249899.499574000,66
1755249899.499690000,66
1755249899.499779000,66
1755249899.499903000,66
1755249899.502337000,1414
1755249899.502389000,1414
1755249899.502453000,1414
1755249899.503393000,66
1755249899.503419000,66
1755249899.503493000,66
1755249899.503675000,1414
1755249899.503837000,1414
1755249899.504107000,1414
1755249899.504167000,1414
1755249899.504229000,1414
1755249899.504352000,1414
1755249899.504463000,1414
1755249899.504579000,1414
1755249899.504700000,1414
1755249899.504771000,66
1755249899.504866000,1414
1755249899.504934000,66
1755249899.504986000,1414
1755249899.505053000,1414
1755249899.505182000,1414
1755249899.505189000,66
1755249899.505265000,66
1755249899.505298000,1414
1755249899.505303000,66
1755249899.505424000,1414
1755249899.505436000,66
1755249899.505537000,1414
1755249899.505545000,66
1755249899.505672000,1414
1755249899.505703000,66
1755249899.505804000,66
1755249899.505883000,1414
1755249899.505887000,1414
1755249899.506030000,1414
1755249899.506034000,66
1755249899.506096000,66
1755249899.506160000,1414
1755249899.506167000,66
1755249899.506278000,1414
1755249899.506306000,66
1755249899.506438000,1414
1755249899.506447000,66
1755249899.506516000,1414
1755249899.506539000,66
1755249899.506662000,1414
1755249899.506673000,66
1755249899.506759000,1414
1755249899.506879000,1414
1755249899.506897000,66
1755249899.506997000,1414
1755249899.507001000,66
1755249899.507003000,66
1755249899.507122000,1414
1755249899.507158000,66
1755249899.507256000,1414
1755249899.507266000,66
1755249899.507395000,1414
1755249899.507405000,66
1755249899.507488000,1414
1755249899.507531000,66
1755249899.507602000,1414
1755249899.507605000,66
1755249899.507717000,1414
1755249899.507764000,66
1755249899.507836000,1414
1755249899.507856000,66
1755249899.507956000,1414
1755249899.507982000,66
1755249899.508103000,1414
1755249899.508158000,66
1755249899.508219000,1414
1755249899.508251000,66
1755249899.508342000,1414
1755249899.508404000,66
1755249899.508459000,1414
1755249899.508521000,66
1755249899.508591000,1414
1755249899.508647000,66
1755249899.508698000,1414
1755249899.508746000,66
1755249899.508818000,1414
1755249899.508825000,66
1755249899.508937000,1414
1755249899.508965000,66
1755249899.509068000,1414
1755249899.509073000,66
1755249899.509186000,1414
1755249899.509193000,66
1755249899.509300000,1414
1755249899.509307000,66
1755249899.509424000,66
1755249899.509551000,66
1755249899.509696000,66
1755249899.509786000,66
1755249899.509903000,66
1755249899.509969000,1414
1755249899.510022000,66
1755249899.510151000,66
1755249899.510191000,1414
1755249899.510259000,66
1755249899.510371000,66
1755249899.510586000,1414
1755249899.510886000,1414
1755249899.511023000,66
1755249899.511102000,1414
1755249899.511253000,66
1755249899.512024000,1414
1755249899.512033000,1414
1755249899.512152000,1414
1755249899.512155000,66
1755249899.512157000,66
1755249899.512210000,66
1755249899.512294000,1414
1755249899.512382000,1414
1755249899.513136000,66
1755249899.513150000,66
1755249899.513185000,1414
1755249899.513191000,1414
1755249899.513242000,66
1755249899.513308000,1414
1755249899.513348000,66
1755249899.513425000,1414
1755249899.513449000,66
1755249899.513547000,1414
1755249899.513659000,1414
1755249899.514248000,66
1755249899.514258000,66
1755249899.514370000,66
1755249899.514514000,66
1755249899.514558000,1414
1755249899.514632000,66
1755249899.514682000,1414
1755249899.514697000,1414
1755249899.514826000,1414
1755249899.514833000,66
1755249899.514933000,1414
1755249899.515068000,1414
1755249899.515180000,1414
1755249899.515307000,1414
1755249899.515410000,1414
1755249899.515537000,1414
1755249899.515641000,1414
1755249899.515671000,66
1755249899.515772000,1414
1755249899.515782000,66
1755249899.515785000,66
1755249899.515885000,1414
1755249899.515934000,66
1755249899.516016000,1414
1755249899.516022000,66
1755249899.516134000,1414
1755249899.516183000,66
1755249899.516253000,1414
1755249899.516275000,66
1755249899.516366000,1414
1755249899.516430000,66
1755249899.516484000,1414
1755249899.516534000,66
1755249899.516609000,1414
1755249899.516645000,66
1755249899.516747000,1414
1755249899.516755000,66
1755249899.516854000,1414
1755249899.516881000,66
1755249899.516982000,1414
1755249899.516993000,66
1755249899.517096000,1414
1755249899.517147000,66
1755249899.517212000,1414
1755249899.517260000,66
1755249899.517344000,1414
1755249899.517371000,66
1755249899.517476000,66
1755249899.517587000,66
1755249899.517699000,66
1755249899.517745000,1414
1755249899.517857000,66
1755249899.517938000,1414
1755249899.517971000,66
1755249899.518048000,1414
1755249899.518103000,66
1755249899.518213000,66
1755249899.518319000,66
1755249899.518429000,66
1755249899.518596000,1414
1755249899.518745000,1414
1755249899.518810000,66
1755249899.518915000,1414
1755249899.519017000,66
1755249899.519147000,66
1755249899.519254000,1414
1755249899.519365000,1414
1755249899.519419000,1414
1755249899.519510000,1414
1755249899.519689000,1414
1755249899.519692000,78
1755249899.519751000,1414
1755249899.519851000,1414
1755249899.519856000,78
1755249899.520000000,66
1755249899.520317000,66
1755249899.520462000,66
1755249899.520475000,66
1755249899.520580000,66
1755249899.520627000,1414
1755249899.520759000,66
1755249899.520804000,1414
1755249899.520807000,66
1755249899.520934000,66
1755249899.521071000,1414
1755249899.521275000,1414
1755249899.521379000,1414
1755249899.521502000,1414
1755249899.521683000,66
1755249899.521723000,1414
1755249899.521780000,1414
1755249899.521870000,66
1755249899.521916000,1414
1755249899.522154000,66
1755249899.522185000,1414
1755249899.522231000,1414
1755249899.522355000,66
1755249899.522450000,66
1755249899.522487000,1414
1755249899.522582000,66
1755249899.522697000,1414
1755249899.522797000,66
1755249899.522848000,66
1755249899.522901000,1414
1755249899.522995000,66
1755249899.523033000,1414
1755249899.523133000,1414
1755249899.523270000,66
1755249899.523348000,1414
1755249899.523350000,66
1755249899.523436000,1414
1755249899.523525000,1414
1755249899.523603000,1414
1755249899.523606000,66
1755249899.523739000,1414
1755249899.523826000,66
1755249899.523979000,66
1755249899.524018000,1414
1755249899.524123000,66
1755249899.524197000,1414
1755249899.524255000,66
1755249899.524327000,1414
1755249899.524445000,66
1755249899.524547000,66
1755249899.524630000,66
1755249899.524650000,1414
1755249899.524716000,66
1755249899.524810000,1414
1755249899.524828000,1414
1755249899.524836000,66
1755249899.524936000,1414
1755249899.525086000,66
1755249899.525260000,66
1755249899.525386000,66
1755249899.525705000,66
1755249899.525884000,66
1755249899.525916000,66
1755249899.526003000,66
1755249899.526035000,1414
1755249899.526195000,1414
1755249899.526273000,1414
1755249899.526360000,1414
1755249899.526435000,1414
1755249899.526618000,1414
1755249899.526669000,1414
1755249899.526796000,1414
1755249899.526900000,1414
1755249899.527027000,1414
1755249899.527102000,66
1755249899.527141000,1414
1755249899.527275000,1414
1755249899.527282000,66
1755249899.527353000,66
1755249899.527404000,1414
1755249899.527440000,66
1755249899.527515000,1414
1755249899.527525000,66
1755249899.527636000,1414
1755249899.527707000,66
1755249899.527756000,1414
1755249899.527761000,66
1755249899.527963000,1414
1755249899.527965000,66
1755249899.527999000,66
1755249899.528030000,1414
1755249899.528144000,66
1755249899.528161000,1414
1755249899.528250000,1414
1755249899.528257000,66
1755249899.528376000,66
1755249899.528431000,1414
1755249899.528525000,66
1755249899.528582000,1414
1755249899.528651000,66
1755249899.528754000,1414
1755249899.528784000,66
1755249899.528803000,1414
1755249899.528868000,66
1755249899.528899000,1414
1755249899.528998000,1414
1755249899.529111000,1414
1755249899.529114000,66
1755249899.529149000,66
1755249899.529224000,1414
1755249899.529290000,66
1755249899.529353000,66
1755249899.529400000,1414
1755249899.529466000,1414
1755249899.529506000,66
1755249899.529652000,66
1755249899.529742000,1414
1755249899.529763000,1414
1755249899.529854000,66
1755249899.529870000,66
1755249899.529964000,66
1755249899.530015000,1414
1755249899.530083000,66
1755249899.530110000,1414
1755249899.530198000,66
1755249899.530263000,1414
1755249899.530365000,66
1755249899.530399000,1414
1755249899.530476000,66
1755249899.530504000,1414
1755249899.530563000,66
1755249899.530629000,1414
1755249899.530710000,1414
1755249899.530846000,66
1755249899.530871000,66
1755249899.530970000,1414
1755249899.531115000,1414
1755249899.531118000,66
1755249899.531199000,66
1755249899.531297000,1414
1755249899.531339000,66
1755249899.531467000,66
1755249899.531570000,66
1755249899.531619000,1414
1755249899.531706000,66
1755249899.531770000,66
1755249899.531839000,1414
1755249899.531849000,1414
1755249899.532043000,66
1755249899.532076000,1414
1755249899.532183000,66
1755249899.532260000,1414
1755249899.532363000,66
1755249899.532405000,1414
1755249899.532459000,1414
1755249899.532572000,1414
1755249899.532701000,66
1755249899.532776000,1414
1755249899.532850000,1414
1755249899.532943000,66
1755249899.532987000,66
1755249899.533065000,1414
1755249899.533099000,1414
1755249899.533165000,66
1755249899.533339000,66
1755249899.533368000,1414
1755249899.533401000,1414
1755249899.533481000,66
1755249899.533537000,66
1755249899.533595000,1414
1755249899.533658000,1414
1755249899.533661000,66
1755249899.533849000,66
1755249899.533900000,1414
1755249899.533927000,66
1755249899.534144000,66
1755249899.534169000,66
1755249899.534251000,1414
1755249899.534374000,1414
1755249899.534437000,66
1755249899.534468000,66
1755249899.534520000,1414
1755249899.534659000,66
1755249899.534729000,66
1755249899.534767000,1414
1755249899.534840000,1414
1755249899.534884000,1414
1755249899.534972000,66
1755249899.535047000,1414
1755249899.535170000,1414
1755249899.535255000,1414
1755249899.535359000,1414
1755249899.535362000,66
1755249899.535453000,66
1755249899.535483000,1414
1755249899.535603000,1414
1755249899.535610000,66
1755249899.535721000,1414
1755249899.535848000,1414
1755249899.535855000,66
1755249899.535921000,66
1755249899.535974000,1414
1755249899.535987000,66
1755249899.536091000,1414
1755249899.536147000,66
1755249899.536210000,1414
1755249899.536276000,66
1755249899.536340000,1414
1755249899.536363000,66
1755249899.536456000,1414
1755249899.536495000,66
1755249899.536572000,1414
1755249899.536574000,66
1755249899.536695000,66
1755249899.536742000,1414
1755249899.536817000,66
1755249899.536854000,1414
1755249899.537392000,1414
1755249899.537403000,66
1755249899.537415000,66
1755249899.537417000,66
1755249899.537421000,66
1755249899.537424000,66
1755249899.537538000,1414
1755249899.537544000,66
1755249899.537651000,66
1755249899.537748000,1414
1755249899.537815000,66
1755249899.537855000,1414
1755249899.538511000,1414
1755249899.538517000,1414
1755249899.538519000,66
1755249899.538527000,66
1755249899.538611000,66
1755249899.538632000,1414
1755249899.538757000,1414
1755249899.538808000,66
1755249899.538889000,1414
1755249899.538928000,66
1755249899.539011000,1414
1755249899.539128000,1414
1755249899.539248000,1414
1755249899.539631000,66
1755249899.539634000,66
1755249899.539705000,66
1755249899.539822000,1414
1755249899.539835000,66
1755249899.539974000,1414
1755249899.539984000,78
1755249899.540064000,1414
1755249899.540092000,78
1755249899.540102000,1414
1755249899.540202000,78
1755249899.540220000,1414
1755249899.540338000,1414
1755249899.540342000,78
1755249899.540456000,1414
1755249899.540572000,1414
1755249899.540691000,1414
1755249899.540809000,1414
1755249899.540934000,1414
1755249899.540936000,78
1755249899.541093000,78
1755249899.541149000,78
1755249899.541161000,78
1755249899.541288000,78
1755249899.541391000,78
1755249899.541505000,78
1755249899.541617000,78
1755249899.541731000,78
1755249899.541854000,78
1755249899.542002000,78
1755249899.630723000,1414
1755249899.630747000,1414
1755249899.630869000,1414
1755249899.630988000,1414
1755249899.631095000,1414
1755249899.631224000,1414
1755249899.631328000,1414
1755249899.631451000,1414
1755249899.631564000,1414
1755249899.631678000,1414
1755249899.631795000,1414
1755249899.631825000,78
1755249899.631829000,78
1755249899.631920000,1414
1755249899.631938000,78
1755249899.632041000,1414
1755249899.632062000,78
1755249899.632159000,1414
1755249899.632176000,78
1755249899.632282000,1414
1755249899.632301000,78
1755249899.632401000,1414
1755249899.632408000,78
1755249899.632531000,1414
1755249899.632541000,78
1755249899.632646000,1414
1755249899.632654000,78
1755249899.632769000,1414
1755249899.632772000,78
1755249899.632891000,1414
1755249899.632894000,78
1755249899.633007000,1414
1755249899.633017000,78
1755249899.633134000,1414
1755249899.633147000,78
1755249899.633253000,1414
1755249899.633256000,78
1755249899.633377000,1414
1755249899.633383000,78
1755249899.633494000,1414
1755249899.633507000,78
1755249899.633605000,1414
1755249899.633630000,78
1755249899.633729000,1414
1755249899.633734000,78
1755249899.633842000,1414
1755249899.633866000,78
1755249899.633964000,1414
1755249899.633984000,78
1755249899.634095000,1414
1755249899.634103000,78
1755249899.634208000,1414
1755249899.634230000,78
1755249899.634357000,78
1755249899.634463000,78
1755249899.634584000,78
1755249899.634641000,1414
1755249899.634691000,78
1755249899.634733000,1414
1755249899.634759000,1414
1755249899.634817000,78
1755249899.634881000,1414
1755249899.634936000,78
1755249899.635017000,1414
1755249899.635060000,78
1755249899.635122000,1414
1755249899.635208000,78
1755249899.635243000,1414
1755249899.635304000,78
1755249899.635368000,1414
1755249899.635482000,1414
1755249899.635607000,1414
1755249899.635726000,1414
1755249899.635732000,78
1755249899.635840000,1414
1755249899.635844000,78
1755249899.635847000,78
1755249899.636001000,1414
1755249899.636022000,78
1755249899.636114000,1414
1755249899.636136000,78
1755249899.636248000,1414
1755249899.636250000,78
1755249899.636363000,1414
1755249899.636371000,78
