ipsrc,ipdst,timestamp,src_port,dst_port,protocol,flags,packet_length,throughput
192.168.0.112,192.168.0.200,2025-02-04 16:55:20,,,TCP,,1147360,3946880
192.168.0.200,192.168.0.112,2025-02-04 16:55:20,,,TCP,,24173,75635
192.168.0.112,192.168.0.200,2025-02-04 16:55:20,,,TCP,,1147360,3946880
192.168.0.200,192.168.0.112,2025-02-04 16:55:20,,,TCP,,24173,75635
